installation_id,name,latitude,longitude,accuracy
418149,585sd-117-1,43.054892,-89.46725049999999,20
418294,585sd-123-1,43.0550141,-89.4671225,30
418148,585sd-132-1,43.0548394,-89.46743269999999,30
420260,585sd-b009-1,43.0549039,-89.4672911,20
420944,585sd-b016-1,43.055125,-89.4672147,20
417424,625wwash-121-1,43.0682109,-89.3932315,30
422274,625wwash-130a-1,43.067993099999995,-89.39309949999999,20
422278,625wwash-138a-1,43.0679332,-89.3930464,20
422268,625wwash-138b-1,43.067811,-89.39329599999999,31
422271,625wwash-145-1,43.0681515,-89.3930781,30
422282,625wwash-164-1,43.068045399999995,-89.3930771,20
422270,625wwash-169-1,43.0680674,-89.3929335,20
422276,625wwash-225-1,43.0679794,-89.3931485,30
422275,625wwash-230-1,43.067941399999995,-89.3930183,30
419300,630wmf-1005-1,43.069101,-89.39568659999999,20
421048,630wmf-1025-1,43.0685651,-89.3955972,20
418578,630wmf-1040-1,43.069049199999995,-89.39560519999999,20
418524,630wmf-1059-1,43.0689857,-89.39518500000001,20
418612,630wmf-1120-1,43.069207399999996,-89.39474369999999,20
421008,630wmf-1148-1,43.0686871,-89.39512769999999,20
421009,630wmf-1164-1,43.0685776,-89.3953006,30
418651,630wmf-1206-1,43.0691783,-89.39569709999999,20
418413,630wmf-1242-1,43.0692551,-89.3952417,20
418890,630wmf-1266-1,43.069186699999996,-89.39575029999999,20
418455,630wmf-174-1,43.0691887,-89.3945973,30
422375,634wmain-102-1,43.0674475,-89.3927278,20
413474,634wmain-104-1,43.0676276,-89.39275699999999,20
417689,634wmain-114-1,43.0673585,-89.39255,20
417691,634wmain-116-1,43.067361299999995,-89.39262440000002,20
417170,634wmain-119-1,43.067369299999996,-89.3926778,20
415937,660wwash-210-1,43.0678884,-89.39565920000001,30
416681,660wwash-216a-1,43.0676194,-89.3959055,20
417827,660wwash-217a-1,43.0679162,-89.39582829999999,30
417460,660wwash-217b-1,43.067527399999996,-89.3961111,30
412408,660wwash-225-1,43.0671933,-89.3955062,30
415906,660wwash-231-1,43.0676626,-89.39623279999999,30
415490,660wwash-237-1,43.0679491,-89.39609809999999,30
415489,660wwash-242-1,43.0681267,-89.3959108,30
412166,660wwash-250-1,43.067956599999995,-89.39538189999999,30
412159,660wwash-254-1,43.068087299999995,-89.3957198,30
412165,660wwash-259-1,43.067800600000005,-89.39526719999999,30
413269,660wwash-263-1,43.067443399999995,-89.3949342,30
412544,660wwash-289-1,43.067525599999996,-89.3953964,30
414079,660wwash-299-1,43.0673923,-89.3955209,30
419000,780reg-105-1,43.068287999999995,-89.3982838,30
419109,780reg-123-1,43.068285499999995,-89.39881439999999,30
418672,780reg-126-1,43.0683922,-89.398702,30
418460,780reg-128-1,43.068353099999996,-89.3989819,30
420450,780reg-132-1,43.0681005,-89.3990721,30
418450,780reg-134-1,43.0677722,-89.3990184,30
421964,780reg-142-1,43.0679987,-89.39885819999999,30
419936,780reg-149-1,43.0676579,-89.3987623,30
421628,780reg-151-1,43.067826499999995,-89.39854419999999,30
419355,780reg-200-1,43.068093,-89.3982776,30
418819,780reg-209-1,43.0683364,-89.3982554,30
420788,780reg-227-1,43.068339599999995,-89.39875889999999,20
420695,780reg-239-1,43.0677297,-89.3986943,30
418531,780reg-251-1,43.0679065,-89.3990027,30
418683,780reg-254-1,43.068191600000006,-89.39894609999999,30
418617,780reg-302-1,43.0679428,-89.398414,30
421366,780reg-305-1,43.0684379,-89.3985131,30
34,adams-102-1,43.0775991,-89.4119947,20
1515,adams-f103-1,43.077689799999995,-89.4123217,20
3934,adams-f104-1,43.0777183,-89.4123522,20
471,adams-f105-1,43.077705099999996,-89.4123357,20
467,adams-f106-1,43.0777771,-89.41237489999999,20
60,adams-f107-1,43.07787,-89.4124927,20
59,adams-f200-1,43.0777591,-89.4123679,30
606,adams-f201-1,43.077779,-89.4121162,20
987,adams-f202-1,43.077743100000006,-89.4121309,20
523,adams-f203-1,43.077684,-89.41225469999999,20
330,adams-f204-1,43.0777009,-89.4122865,20
45,adams-f205-1,43.0776275,-89.41227429999999,30
87,adams-f206-1,43.0777024,-89.4123199,30
22,adams-f207-1,43.0778673,-89.4124489,30
597,adams-f301-1,43.077788999999996,-89.41206419999999,20
2475,adams-f302-1,43.0778199,-89.41212569999999,20
1009,adams-f303-1,43.0777362,-89.41218219999999,20
937,adams-f304-1,43.077723299999995,-89.41230619999999,20
5535,adams-f305-1,43.077739699999995,-89.4122941,20
103,adams-f306-1,43.077731799999995,-89.412286,30
436,adams-f307-1,43.0778433,-89.4123362,20
33,adams-f308-1,43.0778288,-89.4123863,30
1872,adams-f309-1,43.077908099999995,-89.4123954,20
962,adams-f401-1,43.0777821,-89.4121948,20
251,adams-f402-1,43.0777347,-89.4122038,20
731,adams-f403-1,43.077745,-89.41225829999999,20
65,adams-f404-1,43.0775702,-89.4123913,30
66,adams-f405-1,43.077584699999996,-89.4123726,30
329,adams-f406-1,43.0776714,-89.4123256,30
505,adams-f407-1,43.0777806,-89.4123055,20
287,adams-f408-1,43.0778793,-89.41236150000002,20
31,adams-f409-1,43.0778898,-89.4123582,20
1526,adams-l101-1,43.07763500000001,-89.4116968,20
2094,adams-l102-1,43.077607199999996,-89.4117188,20
400,adams-l103-1,43.0775368,-89.41175249999999,30
340,adams-l104-1,43.0776,-89.4117508,20
1285,adams-l105-1,43.0775794,-89.4118658,20
590,adams-l106-1,43.0775956,-89.4119091,20
250,adams-l107-1,43.077639399999995,-89.4119707,20
652,adams-l200-1,43.0776648,-89.4116066,20
411994,adams-l200a-1,43.077579,-89.4118902,40
1498,adams-l201-1,43.077640099999996,-89.41165559999999,20
527,adams-l202-1,43.0776086,-89.41169959999999,30
424,adams-l204-1,43.077475,-89.4118087,30
401,adams-l205-1,43.0774877,-89.4118907,30
940,adams-l206-1,43.077625399999995,-89.4118318,20
589,adams-l207-1,43.0776154,-89.4119635,20
2211,adams-l301-1,43.0776478,-89.41173649999999,20
1041,adams-l302-1,43.0776679,-89.4116183,20
3935,adams-l303-1,43.07761250000001,-89.4116346,20
2357,adams-l304-1,43.0776234,-89.4116201,20
551,adams-l305-1,43.0776097,-89.4117895,20
790,adams-l306-1,43.0775533,-89.4118325,30
71,adams-l307-1,43.0775846,-89.4119048,20
450,adams-l308-1,43.077646099999995,-89.4119284,20
3490,adams-l309-1,43.0776359,-89.411956,20
7717,adams-l401-1,43.0777055,-89.4117527,20
6106,adams-l402-1,43.0776834,-89.41176759999999,20
6362,adams-l403-1,43.077628399999995,-89.41178000000001,20
1747,adams-l404-1,43.077669199999995,-89.4117898,20
494,adams-l405-1,43.0775411,-89.4118349,30
118,adams-l406-1,43.077546399999996,-89.41181859999999,30
11958,adams-l407-1,43.077559099999995,-89.4118544,30
199,adams-l408-1,43.0775339,-89.4119252,30
119,adams-l409-1,43.0776373,-89.4118993,20
2103,adams-n101-1,43.0778623,-89.41185929999999,20
3344,adams-n102-1,43.07795970000001,-89.4118764,20
1456,adams-n103-1,43.077983,-89.41191959999999,20
3343,adams-n104-1,43.0780417,-89.4117843,20
11081,adams-n105-1,43.0780646,-89.4117187,20
260042,adams-n106-1,43.0779333,-89.4116542,20
497,adams-n107-1,43.0778955,-89.411676,20
939,adams-n200-1,43.0779839,-89.4116524,20
252,adams-n201-1,43.077960999999995,-89.41185449999999,20
563,adams-n202-1,43.0780107,-89.4118438,20
2183,adams-n203-1,43.0780342,-89.4118678,20
5937,adams-n204-1,43.0780544,-89.41175179999999,20
3355,adams-n205-1,43.0780566,-89.4117101,20
352,adams-n206-1,43.0779669,-89.41164409999999,20
2217,adams-n207-1,43.077866199999995,-89.4116518,20
2187,adams-n3-1,43.077900299999996,-89.4115243,20
564,adams-n301-1,43.0779838,-89.4120449,20
1914,adams-n302-1,43.077989599999995,-89.4119462,20
969,adams-n303-1,43.078009699999996,-89.4119595,20
50786,adams-n304-1,43.0780129,-89.4117863,20
23610,adams-n305-1,43.0780144,-89.4117294,20
847,adams-n306-1,43.0779627,-89.41164669999999,20
310,adams-n307-1,43.077940299999995,-89.41168720000002,20
353,adams-n308-1,43.0779186,-89.4116706,20
3361,adams-n309-1,43.077894699999995,-89.41163689999999,20
592,adams-n401-1,43.0779504,-89.4120038,20
2176,adams-n402-1,43.0780257,-89.41192710000001,20
3369,adams-n403-1,43.078047999999995,-89.411889,20
3368,adams-n404-1,43.0779983,-89.411785,20
45649,adams-n405-1,43.078021199999995,-89.4117991,20
6069,adams-n406-1,43.0778587,-89.4117176,20
8178,adams-n407-1,43.0779746,-89.4118038,20
135,adams-n408-1,43.0779011,-89.41177859999999,20
3370,adams-n409-1,43.077885699999996,-89.41177259999999,20
1461,adams-o101-1,43.078071699999995,-89.41209669999999,20
2841,adams-o102-1,43.0778274,-89.41198969999999,37
482,adams-o103-1,43.078112499999996,-89.4122328,20
20,adams-o104-1,43.0781245,-89.4122464,20
89,adams-o105-1,43.07817550000001,-89.41217759999999,20
213,adams-o106-1,43.0782532,-89.41204839999999,20
80,adams-o107-1,43.078254699999995,-89.4120279,20
1695,adams-o2-1,43.0780722,-89.4121358,20
420,adams-o200-1,43.078262099999996,-89.41209870000002,20
2104,adams-o201-1,43.077929399999995,-89.41202729999999,20
2863,adams-o202-1,43.0779522,-89.41206419999999,20
747,adams-o203-1,43.0780393,-89.4121578,20
259,adams-o204-1,43.078058399999996,-89.412116,20
2455,adams-o205-1,43.078091099999995,-89.4122213,20
261,adams-o206-1,43.0783311,-89.4120424,20
1204,adams-o207-1,43.0783875,-89.4120075,20
3481,adams-o301-1,43.0780566,-89.41203759999999,20
1786,adams-o302-1,43.0780466,-89.4120586,20
778,adams-o303-1,43.0780008,-89.41219009999999,20
3108,adams-o304-1,43.0781256,-89.4121802,20
417,adams-o305-1,43.0782368,-89.4121684,20
470,adams-o306-1,43.0782643,-89.4121296,20
19,adams-o307-1,43.0782777,-89.4121177,20
127,adams-o308-1,43.0783242,-89.41205769999999,20
326,adams-o309-1,43.078337399999995,-89.41196029999999,20
4988,adams-o401-1,43.0780938,-89.4120874,20
4933,adams-o402-1,43.078111199999995,-89.4121263,20
791,adams-o403-1,43.078112499999996,-89.4122263,20
260,adams-o404-1,43.078139199999995,-89.4122474,20
269,adams-o405-1,43.078164799999996,-89.4121754,20
1139,adams-o406-1,43.078161,-89.4121456,20
1095,adams-o407-1,43.0782106,-89.41204069999999,20
267,adams-o408-1,43.0781691,-89.41197419999999,20
933,adams-o409-1,43.0782343,-89.41201699999999,20
366,adams-r101-1,43.077869299999996,-89.4125035,30
708,adams-r102-1,43.0779816,-89.4124267,20
1721,adams-r103-1,43.0780575,-89.4123678,20
1183,adams-r104-1,43.078062599999996,-89.41236219999999,20
2196,adams-r105-1,43.0780593,-89.4122189,20
1865,adams-r106-1,43.0780197,-89.412194,20
2167,adams-r2-1,43.078064999999995,-89.4122659,20
206,adams-r200-1,43.0777988,-89.4125151,30
262,adams-r201-1,43.0778313,-89.41247609999999,30
202,adams-r202-1,43.077976899999996,-89.41235739999999,20
438,adams-r203-1,43.0779824,-89.41232269999999,30
4065,adams-r204-1,43.078078399999995,-89.4122664,20
1198,adams-r205-1,43.0780682,-89.4122165,20
562,adams-r206-1,43.0780427,-89.41217329999999,20
974,adams-r207-1,43.078010899999995,-89.4121316,20
365,adams-r301-1,43.077912999999995,-89.4123831,20
268,adams-r302-1,43.0779371,-89.4123992,20
506,adams-r303-1,43.077874,-89.4124776,30
328,adams-r304-1,43.07800290000001,-89.41243209999999,20
741,adams-r305-1,43.0780156,-89.4123479,20
531,adams-r306-1,43.0780493,-89.4123742,20
6577,adams-r307-1,43.0780397,-89.4121693,20
989,adams-r308-1,43.0780239,-89.4121328,20
2697,adams-r309-1,43.077944699999996,-89.4122478,20
194,adams-r401-1,43.0777974,-89.412342,30
21,adams-r402-1,43.0779358,-89.41233749999999,20
478,adams-r403-1,43.078019999999995,-89.4123719,20
270,adams-r404-1,43.078006599999995,-89.4123973,20
107,adams-r405-1,43.0778776,-89.4124028,30
373,adams-r406-1,43.078019399999995,-89.4123187,20
11150,adams-r407-1,43.0780069,-89.4122045,20
5606,adams-r408-1,43.077992099999996,-89.4121761,20
594,adams-r409-1,43.077951399999996,-89.4122074,20
1620,adams-s101-1,43.0778738,-89.4117018,20
311,adams-s102-1,43.0778016,-89.4117198,20
1547,adams-s103-1,43.0777889,-89.411641,20
1478,adams-s104-1,43.0777589,-89.4119065,20
550,adams-s105-1,43.0777449,-89.41185139999999,20
1527,adams-s2-1,43.0777691,-89.4117978,20
1042,adams-s200-1,43.0777795,-89.41161149999999,30
316,adams-s201-1,43.0778653,-89.4116524,20
399,adams-s202-1,43.0778665,-89.4116627,20
569,adams-s203-1,43.0777521,-89.4115942,20
1481,adams-s204-1,43.077717299999996,-89.4119027,20
302,adams-s205-1,43.077757299999995,-89.4119091,20
593,adams-s206-1,43.0777977,-89.4119011,20
7846,adams-s301-1,43.0778788,-89.4116548,20
354,adams-s302-1,43.0778665,-89.4116724,20
3362,adams-s303-1,43.077844899999995,-89.41168549999999,20
2078,adams-s304-1,43.0778281,-89.41166609999999,20
3738,adams-s305-1,43.0777961,-89.41168449999999,20
566,adams-s306-1,43.077694099999995,-89.41185279999999,20
1466,adams-s307-1,43.0777674,-89.4118804,20
595,adams-s308-1,43.077842,-89.4118412,20
3367,adams-s401-1,43.0778671,-89.4117837,20
5654,adams-s402-1,43.0778205,-89.4117701,20
1502,adams-s403-1,43.0778226,-89.41170679999999,20
2767,adams-s404-1,43.0777465,-89.41176039999999,20
3365,adams-s405-1,43.0777508,-89.4117493,20
2100,adams-s406-1,43.0777516,-89.4119164,20
3366,adams-s407-1,43.0778148,-89.41195979999999,20
972,adams-s408-1,43.077829099999995,-89.4119833,20
255,adams-t101-1,43.0783103,-89.41195309999999,20
229,adams-t102-1,43.0782196,-89.4118598,20
18,adams-t103-1,43.078220099999996,-89.4117744,20
4164,adams-t104-1,43.078130099999996,-89.4116799,20
6473,adams-t105-1,43.078118599999996,-89.4116779,20
4222,adams-t106-1,43.0782259,-89.4117552,20
168,adams-t200-1,43.0783853,-89.4119013,20
682,adams-t201-1,43.0783743,-89.4119547,20
97,adams-t202-1,43.0783323,-89.4118617,20
290,adams-t203-1,43.0782728,-89.4117808,20
2973,adams-t204-1,43.078177700000005,-89.4117505,20
253,adams-t205-1,43.0781697,-89.4117361,20
4819,adams-t206-1,43.0781914,-89.4117328,20
2921,adams-t207-1,43.078319,-89.4118189,20
266,adams-t301-1,43.078337,-89.41199619999999,20
165,adams-t302-1,43.0782806,-89.41186760000001,20
77,adams-t303-1,43.078282099999996,-89.41185569999999,20
108,adams-t304-1,43.0782563,-89.41186520000001,20
138,adams-t305-1,43.0781686,-89.4117498,20
319,adams-t306-1,43.0782509,-89.4117148,20
55570,adams-t307-1,43.078087499999995,-89.4116841,20
5047,adams-t308-1,43.0780306,-89.411852,20
3333,adams-t309-1,43.078132499999995,-89.4118304,20
79,adams-t401-1,43.078218299999996,-89.41199420000001,20
342,adams-t402-1,43.078254099999995,-89.4119288,20
1124,adams-t403-1,43.0781953,-89.4118927,20
214,adams-t404-1,43.078225499999995,-89.4117942,20
69,adams-t405-1,43.0782476,-89.41183199999999,20
291,adams-t406-1,43.078162299999995,-89.4118527,20
40649,adams-t407-1,43.078105799999996,-89.4117303,20
4904,adams-t408-1,43.078106999999996,-89.4118252,20
4950,adams-t409-1,43.078083299999996,-89.4118491,20
1512,adams-t5-1,43.0780764,-89.41214149999999,30
364,adams-w112-1,43.0775924,-89.41211969999999,20
546,adams-w113-1,43.0776172,-89.4121917,20
301,adams-w114-1,43.0776646,-89.4121601,20
2532,adams-w116-1,43.0777485,-89.412098,20
303,adams-w117-1,43.077778599999995,-89.412088,20
2404,adams-w210-1,43.077616,-89.41205749999999,20
1599,adams-w211-1,43.0775436,-89.4120616,20
524,adams-w212-1,43.077557299999995,-89.4121064,30
131,adams-w213-1,43.077667399999996,-89.4121639,20
2451,adams-w214-1,43.077730599999995,-89.4121704,20
1996,adams-w215-1,43.0777856,-89.4120714,20
565,adams-w216-1,43.077792099999996,-89.4120499,20
921,adams-w311-1,43.077677099999995,-89.4120425,20
1671,adams-w312-1,43.077641199999995,-89.4120475,20
1275,adams-w313-1,43.077688099999996,-89.4120508,20
16,adams-w314-1,43.0777036,-89.41206009999999,20
4379,adams-w315-1,43.0777648,-89.4121144,20
425,adams-w316-1,43.077597,-89.4120536,30
7756,adams-w318-1,43.0778075,-89.412097,20
2594,adams-w319-1,43.077807799999995,-89.4120725,20
418311,agbul-101-1,43.076486300000006,-89.41187769999999,30
418329,ageng-101-1,43.0750872,-89.4105775,30
418563,ageng-125-1,43.0745693,-89.4105531,30
418241,ageng-125-2,43.074776199999995,-89.41032650000001,22
418229,ageng-201-1,43.0750883,-89.4104418,30
418354,ageng-217-1,43.07483870000001,-89.41024639999999,30
420109,ageng-228-1,43.0746603,-89.4106757,30
419916,ageng-232-1,43.074427199999995,-89.41049679999999,30
418187,ageng-b1-1,43.074988999999995,-89.41058269999999,30
420630,ageng-b23-1,43.074615,-89.41060569999999,30
418555,ageng-b25-1,43.074620499999995,-89.410733,30
418217,agengl-105-1,43.0760802,-89.4160849,30
420362,agengl-109-1,43.0762417,-89.4163775,30
420120,agengl-118-1,43.076039,-89.41640679999999,30
418232,agengl-120-1,43.076541999999996,-89.4168301,30
418471,agengl-130-1,43.076565699999996,-89.416911,30
419816,agengl-140a-1,43.0763382,-89.41711749999999,30
421856,aghall-116j-1,43.0755914,-89.4107406,30
421949,aghall-119-1,43.075592199999996,-89.410359,20
422122,aghall-125-1,43.075857,-89.41032469999999,20
421969,aghall-125-2,43.0758313,-89.41029499999999,20
421934,aghall-125-3,43.075835,-89.410258,20
418637,aghall-140-1,43.0756751,-89.40989239999999,30
422090,aghall-1e-1,43.075629,-89.410641,20
421999,aghall-201-1,43.0756715,-89.41059349999999,20
419265,aghall-212-1,43.0757275,-89.4107581,30
421061,aghall-226-1,43.075793,-89.41028039999999,20
421269,aghall-226-2,43.0758264,-89.4102707,20
419912,aghall-226-3,43.076037199999995,-89.4099487,67
421938,aghall-240-1,43.0755641,-89.41010910000001,30
