0,0,185884,327849,0,59454,170449,114346,53824,652596,208376,280592,0,145654,0,0,204692,775268,3550053,0,0,0,0,528064,0,949891,239841,194799,0,37681,13163,402367,0,0,0,0,1425841,247686,1952887,136929,18079,115580,117133,0,0,31956,26807,44927,488042,87377,0,205463,185369,185862,18660,0,0,158040,0,101696,517253,723564,1801817,910705,363187,225581,510171,0,91734,515406,0,116858,0,52296,86083,290650,0,299783,66923,63893,415657,113515,227971,0,214844,0,0,40978,330002,13965,0,96936,657990,273983,122749,63172,58323,14449,0,212190,0,61179,0,0,146830,0,35853,511494,0,191303,0,0,140805,0,29119,243934,710637,308017,320431,0,177159,147397,20790,563854,134708,0,64048,200693,256823,94644,1566711,445647,0,163941,0,0,432704,0,480210,464325,112941,331265,68402,0,1189119,4880203,761119,7609,693640,0,0,0,0,327824,45190,216677,0,302452,1801789,1036348,0,335888,21560,264120,675917,13842,0,0,13364,206813,1977909,20337,0,39541,0,2380247,262737,0,0,92887,170460,0,470726,0,0,0,314271,6150276,238241,32263,182282,244487,0,0,1257595,0,129379,0,52529,21159,119502,5393339,593253,0,81926,786677,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185884,0,0,955495,0,1078713,504582,81568,115782,8194950,880395,2509628,0,126667,141212,0,975437,534115,616861,0,0,0,0,655269,0,1236823,301936,4457577,756312,2341376,3940128,1804879,0,0,0,0,761772,1285189,473814,388472,1028345,417978,1105021,0,13913439,302423,3523571,80227,2820128,3868350,260132,2443836,1554944,2497512,311880,0,8591875,3116866,0,160740,188129,2191854,674422,833593,3582952,2593954,2639603,1273596,857221,2723,0,60111,0,413924,117042,2709736,0,355586,239538,19602,50219,1387901,2020881,0,2477871,1138438,407076,189139,3596227,920153,885819,1834368,3774125,2633938,2213952,3154174,895745,3769266,1877500,1834897,0,7874659,0,0,1076829,0,1886027,6537592,329524,239359,404923,1388457,941924,0,1425182,2901,5889696,4963676,1040850,605907,410495,682315,785652,5429812,261791,340082,1729,427650,649414,219178,4196831,3681010,0,467646,0,0,4254246,0,561954,3560250,6925187,4504864,966818,109960,172287,0,804355,60003,1980218,122146,21257,0,0,4242726,771982,1687108,0,2866084,6849180,2575969,0,3798051,1252854,272,961966,228048,0,0,179132,1331064,262653,9623962,0,190793,0,195451,2092807,2379021,0,2148913,303233,0,1580622,205615,0,525174,80821,2003171,117221,968000,3238034,1084869,0,675701,4517437,546247,2743015,0,2538190,1242390,18037,13414874,2416004,0,431798,2200174,0
327849,0,955495,0,0,1846586,733180,117258,82939,3788820,897785,1237779,0,517032,14537,0,1788649,131051,444023,0,0,0,0,687649,0,921187,977567,4028037,1194453,282018,14340451,1256092,0,0,0,0,374760,831916,1489596,2406363,1442400,330993,708945,0,3367960,475091,942061,278009,2008468,1850217,226120,1766974,2606657,1080995,315109,0,7833738,1931361,0,691148,42939,764541,706566,376033,1682689,941158,2899243,748859,1200862,290545,0,791444,0,152347,147905,1628987,0,1096102,184240,1060836,772176,643643,1124314,0,1748448,477647,144405,198589,1535054,871306,153519,1210660,3339039,2224296,1067443,1736487,1328085,2207595,1365069,1228965,0,3314969,0,0,562824,0,578332,14762987,668813,283835,196837,681230,457713,0,369774,1369824,3402958,2171476,1062347,667016,1001023,448213,958718,2440453,2447676,508910,750977,403615,608163,450631,1628537,773269,0,717907,0,0,2078478,0,283886,4606701,2319449,2324361,1452092,792635,90814,0,7229,625131,1242985,136324,0,0,0,2860315,389923,822164,0,1469131,3909415,100028,0,3951594,1374321,663953,723535,27994,0,0,305711,1759604,693618,4227639,0,158161,0,410466,1356381,102427,0,650392,64707,0,988208,0,0,132897,2400769,2223946,1662465,920550,1630016,1429486,0,0,941485,304853,1553559,0,2042406,712045,1915954,3232186,3576509,0,1019417,1859824,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59454,0,1078713,1846586,0,0,1183775,66402,194275,5456885,464004,1355579,0,81857,55765,0,673123,123499,264557,0,0,0,0,429584,0,383938,728797,266837,851128,308233,778892,3824294,0,0,0,0,256666,739771,1258455,908184,1683678,414373,1060763,0,4291239,1398160,1233652,42691,1468642,2275594,449352,1130341,607007,1789832,155864,0,1352741,511315,178401,710873,8062,333770,21570,133794,1544875,1911207,1947356,914511,390738,1971337,0,1035201,0,290495,75924,796281,0,1144011,449240,969063,307677,649185,1911057,0,2280321,438721,40834,0,2801082,233528,545923,1519953,1281368,1664005,1686,1141869,862893,1780814,1000065,616985,0,3765852,0,0,3894853,0,1389173,2286087,134182,188431,834187,690806,528322,0,577332,2045586,3249100,4160459,560452,425355,1067837,633141,1096610,9600460,3580886,30183,979897,918692,552602,503188,4524852,1586059,0,804094,0,0,1570073,0,493537,1290146,2038248,2498629,677886,0,0,0,1177082,110149,995469,315283,17147,0,0,1565948,630265,576222,0,2088895,3741485,6380263,0,2337897,1159978,588197,1361841,293665,0,0,101010,1284,625796,2782021,0,364947,0,451369,1202174,0,0,1433135,280356,0,396861,0,0,276768,2936121,1238665,696889,787626,1109565,577202,0,8249176,3178263,457269,918438,0,2038552,1191453,1540907,8276763,1059720,0,262796,1582001,0
170449,0,504582,733180,0,1183775,0,0,14639,447243,231872,3189580,0,24604,43850,0,506795,0,0,0,0,0,0,274277,0,439943,851232,227609,138896,342250,297437,172698,0,0,0,0,517811,934361,385854,279541,333831,210824,720221,0,605460,314178,697707,156676,1190802,420191,433792,624942,516819,549202,162809,0,330928,406015,0,314895,73401,8979,36299,201335,287774,1552254,990474,433907,497127,1701758,0,249702,0,236608,964820,402749,0,2673468,330252,401259,356269,323187,633491,0,687573,710490,332390,246516,1727454,111369,42208,1302175,934219,1181802,571156,513468,757024,374282,150855,504114,0,1179048,0,0,2019996,0,7303239,1607691,0,460,29555,274007,536565,0,479834,953872,2416772,1282894,233458,654401,1307084,403018,19444,729059,1154861,696560,271150,821330,178938,93446,481539,575567,0,107425,0,0,514300,0,89526,1494314,765371,625323,89528,62248,0,0,877309,69638,1013107,192637,0,0,0,1238681,187791,1195519,0,1526606,2370362,1452023,0,2871665,350861,199884,1303046,107852,0,0,198838,314819,554725,896301,0,193200,0,173220,435731,3510990,0,211897,115351,0,749780,0,0,24859,1965248,996923,1300125,664213,3322048,469327,0,1514487,612350,236309,436969,0,1237581,652428,1980497,1949201,753553,0,1235840,875936,0
114346,0,81568,117258,0,66402,0,0,154606,218699,0,163434,0,0,0,0,0,0,0,0,0,0,0,362146,0,80530,179852,71863,0,0,0,447119,0,0,0,0,76486,36092,284502,0,935504,0,89514,0,0,0,36746,0,361722,0,57285,110812,986913,178439,75169,0,0,3653,0,373383,86186,135527,0,0,0,1201833,632334,0,941744,344557,0,14398,0,260422,4526,2715475,0,115728,51266,34781,95471,0,157468,0,751192,0,0,0,649955,0,0,358554,0,346452,30039,0,1195327,0,0,421161,0,100836,0,0,559895,0,1862878,648396,0,0,20744,0,0,0,0,321348,814584,456250,121071,0,46189,79680,223527,0,129352,0,68330,251531,215135,41231,28036,0,0,0,0,0,1399715,0,261087,944046,0,0,81559,0,0,0,16580,0,364328,674320,0,0,0,474444,86067,299447,0,315910,1776800,187157,0,32814,42754,58498,0,48482,0,0,60003,0,148708,0,0,11079,0,5136,140542,1442990,0,54200,9293,0,549594,0,0,0,166917,267880,177994,0,158631,578110,0,0,0,0,0,0,1997327,0,274044,0,296246,0,0,246961,0
53824,0,115782,82939,0,194275,14639,154606,0,853735,367925,245105,0,454052,0,0,524955,0,0,0,0,0,0,602278,0,235669,287964,325126,143206,15757,199710,791872,0,0,0,0,1218656,951749,308738,695117,153345,86513,516438,0,443813,65745,481754,15377,536724,420958,0,242643,172546,674666,103799,0,367609,0,0,69970,0,99571,40233,72795,726271,289227,101794,0,639825,936285,0,135324,0,111010,53965,640715,0,365642,196122,462268,31835,45457,789796,0,199887,38165,301820,27680,524553,31749,0,163757,7548,756173,738807,109254,844346,112263,25774,204570,0,294471,0,0,150453,0,157874,1778306,25656,0,50402,88605,157214,0,252355,307887,1215158,1391847,136,0,569092,110796,58583,111879,815403,303704,343100,89880,19407,2974,150906,887264,0,28924,0,0,146226,0,361248,2380472,51822,746168,174797,0,0,0,136126,103733,363205,0,0,0,0,738450,240365,288427,0,355611,8286,561167,0,1166426,607091,553160,255883,3219,0,0,210884,97856,136558,550167,0,33098,0,0,38079,0,0,467888,57088,0,572161,0,0,0,598891,637929,903575,267525,289740,372406,0,218801,83200,30149,88053,0,255753,228123,348929,308279,701117,0,104345,49368,0
652596,0,8194950,3788820,0,5456885,447243,218699,853735,0,32225,25026677,0,918434,89350,0,91039,1600396,3095065,0,0,0,0,5550821,0,433647,12232292,154099,3122240,2403521,22388,43074890,0,0,0,0,4518486,18918450,5387985,11299690,6726201,51710,16889118,0,463989,2422720,6100908,87155,50493247,33226321,395176,18702977,14822960,83778549,3355915,0,886935,206766,600295,7278440,395858,27408,362253,1954096,5514699,9367376,14453883,8791231,19339363,30739649,0,4723258,0,5163779,5495743,24248179,0,31763470,2555213,11774083,6745187,13011439,325356,0,19121595,30455,2443850,1385728,55748543,1703256,412017,29761733,28330,50073993,8447221,10389585,10203419,2628897,666610,506748,0,21837331,0,0,18550125,0,61217433,29232555,1819033,362886,7183690,6595316,5631506,0,4319503,18368941,83133932,71580648,5521294,5373202,15942741,6244089,9908,21031124,19549139,1906305,7387425,5031260,5799979,1399502,12931901,15569125,0,4208661,0,0,40607248,0,3297493,72874958,328066,1307565,326893,1896030,237187,0,15413736,1359499,37071577,848582,42527,0,0,9095051,3061188,19909281,0,49294338,96761536,9215663,0,56630517,12677777,3871758,5962981,2288728,0,0,2418883,1944854,11532415,202731,0,1951153,0,1048050,12854676,2102184,0,46600791,1923391,0,18284160,121569,0,2559434,37680032,20401754,7769005,3874037,222008,17629865,0,13147550,15004008,3354,10339,0,26039451,4494266,26535714,46015263,50636435,0,1788954,17185102,0
